character,frequency,onyomi,kunyomi,jlpt,meaning
篼,,トウ ツ,かいばおけ,,sedan
篾,,ベツ メチ,,,bamboo splints or slats
簁,,シ サイ,ふる.う,,sieve; to sift; to strain
簃,,イ チ ジ,わきべや,,side room
簆,,コウ ク,おさ,,reed
簉,,シュウ シュ,そ.える,,deputy; subordinate; concubine
簋,,キ,,,square basket of bamboo for holding grain used at sacrifices; feast
簌,,ソク,ふる.い,,(of flower petals) falling
簏,,ロク,はこ,,box; basket
簛,,シ,ふる.い,,sieve; to sift; to strain
簠,,フ,,,an ancient vessel
簦,,トウ,かさ,,large umbrella with a long handle; used for street stalls
簨,,シュン サン ゼン,よこぎ,,beam for hanging bells or drums
簳,,カン,しの やがら,,shaft of an arrow
簹,,トウ,たけ,,tall bamboo
籊,,テキ チャク,,,long
籑,,セン,,,to feed; to provide for delicacies; dainties
籙,,リョク ロク,ほんばこ,,book
籚,,ロ ル,え かご,,bamboo; the handle of the spear
籛,,セン サン,たけ,,surname
籜,,タク,たけのかわ,,bamboo sheath; bamboo shoots
籝,,エイ ヨウ,かご はしづつ,,tube to hold chopsticks
籣,,ラン,えびら,,bow case
籧,,キョ ゴ,,,crude bamboo mat
籩,,ヘン,たかつき,,bamboo container for food
籮,,ラ,み,,bamboo basket
籲,,ユ ヤク,よ.ぶ,,appeal; request; implore
籹,,ジョ ニョ,,,Cake
籼,,セン,うるち,,non-glutinous long grain rice
籽,,シ,,,seed; pip; pit; stone
粔,,キョ,ご,,cakes made from rice flour twisted into rings
粦,,リン,,,phosphorus
粺,,ハイ ハ ベ,しらげよね,,polished rice or millet
粻,,チョウ トウ ジョウ,かて,,provisions
粿,,カ ゲ,しらげよね,,rice cake
糇,,コウ グ,ほしいい,,dried rice; dry provisions
糈,,ショ,かて,,sacrificial rice; rations; pay
糉,,ソウ,ちまき,,dumpling made of glutinous rice
糍,,シ,,,food made of crushed and cooked rice
糏,,セツ セチ ソツ ソチ,こごめ,,rice grits left after hulling
糓,,コク,,,grain; corn
糔,,シュウ シュ ソウ,しる,,juice
糕,,コウ,こなもち,,cakes; pastry
糗,,キュウ ク ショウ,いりごめ,,parched wheat or rice; broken grain
糙,,ソウ,くろごめ,,coarse; harsh; rough; unpolished rice
糝,,サン シン,こながき,,scattered (grains of rice); mixed
糵,,ゲツ,,,fermenting grain; grain which has sprouted; yeast
紃,,シュン セン,ひも,,cord
紇,,コツ ゴチ ケツ ゲチ,,,inferior silk; tassel; fringe
紈,,カン,しろぎぬ むすぶ かさ.なる,,white silk; fine silk; gauze
紉,,ジン ニン キン コン,なわ,,thread needle; sew stitch; string
紑,,フウ フ ハイ,あざ.やか,,fresh
紓,,ショ,ゆる.い,,loosen; relax; relieve; extricate
紖,,チン ジン イン,,,rope for leading cattle or horses
紝,,ジン ニン,はたいと,,weave; lay warp
紞,,タン トン,ひも,,fringe
紱,,フツ フチ,ひも,,ribbon or cord used attach ornaments
紼,,フツ フチ ヒ,つな,,large rope; rope attached to bier
紽,,タ,,,strand of silk
紾,,シン テン,もと.る,,turns; twists; switch
絀,,チュツ チュチ,あか.い,,sew; stitch; insufficient
絁,,シ,つむぎ,,rough; indelicate silk
絍,,ジン ニン,はたいと,,to lay the warp; to weave
絓,,カイ ゲ カ ワ,か.かる つむぎ,,catch on something; obstructed; hindered
絚,,コウ,,,rope
絜,,ケツ ケチ ケイ カツ,あさ たば きよ.い,,marking line; ascertain; assess; measure
絝,,コ ク,はかま ずぼん,,trousers; breeches leggings; drawers
絥,,フク ヒ,,,to harness a horse; a board in front of a carriage for the driver to lean on
絪,,イン,,,matting; coverlet; cloudy
絰,,テツ デチ,,,white hempen cloth worn by mourn
絺,,チ,ほそぬの,,fine linen; fine hemp fiber
絻,,ブン モン ベン メン バン マン,もふく,,mourning
絿,,キュウ ク,きび.しい,,urgent
綁,,ホウ,しばる,,bind; tie; fasten
綃,,ショウ ソウ,きいと,,raw silk fabric
綅,,シン セン,いと,,thread
綆,,コウ キョウ ヘイ ヒョイ ハン,つるべなわ,,well rope
綈,,テイ タイ,つむぎ,,coarse pongee; kind of heavy silk
綌,,ケキ キャク,くずぬの,,cloth
綍,,フツ フチ ヒ,ひつぎなわ,,rope
綑,,コン,お.る,,coil; roll; bundle; tie up
綖,,エン セン,,,the hanging flap in front of hat
綦,,キ,あやぎぬ,,dark grey; variegated; superlative
綪,,セン セイ ショウ ソウ,,,dark red
綳,,ホウ ヒョウ,ま.く たば.ねる,,cloth to carry an infant on the back; to tie; to bind
綹,,リュウ ル,いと,,skein; tuft; lock; wrinkle
緄,,コン,おび,,cord; woven belt; hem; hemming
緅,,シュウ シュ ソウ ス,,,silk of purplish color
緌,,ズイ ニ,かんむりのひも,,tassels hanging from hat
緍,,ビン コン ミン,さし つりいと なわ ぜにさし,,paper string
緎,,ヨク イキ キョク コク イク,ぬいかがり,,seam
緗,,ショウ ソウ,あさぎ,,light-yellow color
緙,,カク キャク,ぬ.う,,the woof of a woven item
緥,,ホ ホウ,むつき,,swaddling
緦,,シ,ぬの,,coarse cotton cloth used for mourning
緪,,コウ,,,rope
緱,,コウ ク,つか,,cord binding on hilt of sword
緵,,ソウ ス,いと,,net
緶,,ヘン,と.る,,hem; plait; braid; queue
緹,,テイ タイ,あかぎぬ,,reddish color; red; brown
縈,,エイ ヨウ,めぐ.る,,entangle; entwine; coil
縐,,シュウ シュ ス シュク,ちぢみ,,crepe; crape; wrinkles; creases
縑,,ケン,きぬ,,fine silk
縕,,ウン オン,ふる.い,,old cotton; tangled hemp; raveled silk; vague; confused
縗,,サイ スイ サ,,,sackcloth worn on breast
縝,,シン チン,あさいと,,detailed; fine; closely woven
縠,,コク,もじり ちりめん,,crepe
縭,,リ チ,かぎ.る,,bridal veil; to tie; to bind
縯,,エン イン,なが.い,,long
縳,,テン セン ケン,しろぎぬ,,wrap
縶,,チュウ ショウ,つな.ぐ,,confine; tie up; imprison; shack
縿,,サン セン ショウ ソウ,はたあし,,streamer
繄,,エイ イ,ほこぶくろ,,be; particle; sigh; alas
繅,,ソウ,くる,,draw; reel silk from cocoons; elegant compositions
繇,,ヨウ ユウ ユ チュウ ジュ,したが.う,,reason; cause
繐,,ケイ エ セイ サイ,,,fine cloth
繒,,ショウ ソウ,きぬ,,silk fabrics; surname
繘,,キツ イツ イチ キチ,つるべなわ,,rope
繡,,シュウ,ぬいとり,,embroider; embroidery; ornament
繢,,カイ コツ ゴチ キ,おりあまり,,draw; sketch; paint
繫,,ケイ,つな.ぐ かか.る か.ける,,attach; connect; unite; fasten
繮,,キョウ コウ,たづな,,reins; bridle
繯,,ケン カン,から.む,,noose; hang death; tie; bind
繳,,シャク キョウ カク ギャク,かえ.す,,deliver; submit; hand over
繸,,スイ,ひも,,hem or border of a garment; tassel
繾,,ケン テン キン,てあつい,,attached to; inseparable; entangled
纁,,クン,うすいあかいろ,,shade of red; light red
纆,,ボク モク,なわ,,cord
纇,,ライ,ふしいと,,knot; blemish; flaw; wicked
纊,,コウ,ぬめ わた,,cotton; silk
纍,,ルイ ライ,つづ.る,,bind; wind about; link; join
纑,,ロ ル,ぬのいと,,to soften hemp by boiling; thread
纕,,ショウ ソウ,うでまくり.する,,belt
纘,,サン サブ,つ.ぐ,,continue; carry on; succeed
纚,,シ リ サイ シャ,かみづつみ つづ.く,,long; dangling; kerchief; rope
缻,,カン,かま,,pottery; earthenware
缽,,ハチ ハツ,,,earthenware basin; alms bowl
缾,,ヘイ,びん,,jar; bottle
罃,,オウ ヨウ,,,long necked jar or bottle
罄,,ケイ キョウ,むな.しい,,exhaust; run out; use up; empty
罇,,ソン,かめ,,goblet; bottle; wine-jar
罏,,ロ ル,さかだ.る,,earthen stand for wine jug
罒,,モウ ボウ,あみがしら よこめ,,net radical variant (no. 122)
罓,,モウ ボウ,あみがしら よこめ,,net radical variant (no. 122)
罛,,コ ロ ク,うおあみ,,large fishing net
罝,,シャ ショ,あみ,,net for catching rabbits
罡,,コウ,,,the name of a certain stars; the god who is supposed to live in them
罣,,カイ ケ ケイ,か.ける,,hinder; disturb; obstruct
罥,,ケン,か.ける,,impede
罦,,フ フウ,あみ,,net
罭,,ヨク イキ キョク,,,drag-net made of fine mesh
罱,,ダン グン ナン ラン,,,fishing net
罽,,ケイ,うおあみ,,kind of woolen fabric
罾,,ソウ,,,"large square net, lowered and raised from the bank of the river"
罿,,ショウ シュ トウ ズ,むそうあみ,,net catch birds
羀,,リュウ ル,やな うえ うけ,,fishing trap
羋,,バ メ マ ビ ミ,,,bleat of sheep; surname
羐,,ユウ ユ,みちび.く いざな.う すす.める,,to lead; guide
羑,,ユウ ユ,みちび.く いざな.う すす.める,,guide to goodness
羖,,コ ク,ひつじ,,black ram
羗,,キョウ,ああ えびす,,Tribes in West China strong; educated; obstinate; particle
羜,,チョ ショ,こひつじ,,lamb
羡,,イ セン エン,うらや.む あまり,,envy; admire; praise; covet
羢,,ジョウ ニュ,,,fine woolen fabrics
羭,,ユ,,,good
羴,,セン,なまぐさ.い,,rank odour of sheep or goats
羼,,サン セン,まじりあ.う,,confuse; mix; interpolate
羿,,ゲイ,,,legendary archer
翀,,チュウ ジュ,とびあ.がる,,fly upward
翃,,コウ,,,fly
翎,,レイ リョウ,はね,,feather; plume; wing
翏,,リュウ ル リョウ リク,,,the sound of the wind; to soar
翛,,ショウ ユウ ユ シュク,はや.い,,look of rumpled feathers; bedraggled; hasty; rapid flight
翟,,ケキ ジャク タク タイ,きじ,,surname; kind of pheasant
翣,,ソウ ショウ,ひつぎかざり,,feathers used decorate coffin; large wooden fan
翥,,ショ,あ.がる,,to soar; to fly up
翬,,キ,と.ぶ,,pheasant; variegated; to fly
翮,,カク ギャク レキ リャク,はねのもと,,stem of a feather; quill
翯,,コク カク,つやがあ.る,,glistening plumage; reflection of the sun on water
翺,,コウ,か.ける,,soar; roam
翽,,カイ ケ,はばたき,,whirr
翾,,ケン,とぶ,,fly; to flit
翿,,トウ,はたぼこ,,streamer adorned with feathers
耇,,コウ ク,お.いる,,wrinkled face of the elderly
耈,,コウ ク,お.いる,,old age
耍,,サ シャ,すばや.い,,frolic; play; amuse; play with
耎,,ゼン ネン,よわ.い,,weak; pliable; soft; yielding
耏,,ジ ニ ダイ ナイ,ほおひげ,,whiskers
耑,,タン セン,はし,,specialized; concentrated
耔,,シ,つちか.う,,to hoe up the earth around plants
耞,,カ ケ,からざお,,flail
耠,,コウ,たがや.す,,till; dig
耤,,セキ ジャク シャ,か.りる,,plough
耦,,ゴウ グ グウ,,,plow side by side; team of two
耬,,ロウ ル,,,drill for sowing grain
耰,,ユウ ウ,な.らす,,toothless rake for drawing earth
耷,,トウ チョウ,,,ears hanging down
耼,,タン バン マン ナン,,,ears without rim
耾,,コウ オウ,ささや.く,,deafness
聦,,ソウ,さと.い みみざと.い,,the hearing; to listen; astute; clever; quick of apprehension
聱,,ゴウ ギョウ,きかない,,poor sentences; bent and twisted; too complicate
聵,,ゲ カイ,つんぼ,,deaf
肈,,チョウ ジョウ トウ,はか.る はじ.める,,to commence; to found; to devise; at first; to originate; to strike
肜,,ユウ ユ チン,まつり,,to sacrifice on two successive days
肦,,フン ハン,たか.い わ.ける,,large head; many; high; to divide; to distribute
肧,,ハイ,はらみ はら.む,,embryo; unfinished things
肫,,シュン サイ スイ,,,gizzard of fowl; honest; sincere
肸,,キツ キチ コチ ケツ ケチ,ひろ.がる,,spread out; smiling; laughing
胏,,シ,,,meat
胔,,シ セキ ジャク,,,rotten meat; bones of dead animals
胗,,シン キン,くちのひび,,pustules of any kind; rash or eruption; measles; various kinds of fever
胠,,キョ コ キョウ コウ,わきのした,,open; throw away
胭,,イン エン エツ,むせ.ぶ むせ.る のど の.む,,rouge; cosmetics
胮,,ホウ,,,to swell
胰,,イ,せにく,,pancreas; soap
胳,,カク ギャク,わき,,armpit; arms
胶,,コウ ギョウ,こえ はぎのほね,,glue; gum; resin; rubber; sound; shin bone
胹,,ジ ニ,に.る,,cooked; well done
胺,,アツ アチ,にお.う,,a mine
胾,,シ,きりみ,,minced meat; cut meat into piece
脃,,セイ セツ,もろ もろ.い よわ.い,,gland
脖,,ホツ ボチ,,,neck
脗,,モン ビン ミン フン,あ.う,,coinciding; agreeing
脘,,カン ゲン,,,internal cavity of stomach
脞,,サ,こまかい,,minced meat; trifles
脤,,シン,ひもろぎ くちびる,,raw meat for sacrifice
脧,,サイ スイ サ セン,へる,,reduce; contract; exploit; reproductive organ of infant
脬,,ホウ ヒョウ,ぼうこう,,bladder
脰,,トウ ズ,うなじ,,the neck
脵,,コ,また もも,,thighs; haunches; rump; share
腊,,セキ シャク ロウ,ほじし,,year end sacrifice; dried meat
腌,,ヨウ オウ エン,しおづ.け,,salt; pickle; be dirty
腒,,キョ コ,ほじし,,game
腠,,ソウ ス,きめ,,between the skin and the flesh
腡,,ラ カ ケ カイ,,,lines
腭,,ガク,あご はぐき,,palate; roof of mouth
腯,,トツ トチ トン,こ.える,,strong
膄,,シュウ ニュ,やせ.る か.ける,,become emaciated
膆,,ソ,こ.える,,the corpse of a bird or fowl; fat
膋,,リョウ,あぶ.る,,fat
膘,,ヒョウ ショウ,あばら,,fat; rump
膛,,トウ,,,chest; hollow space; cavity
膲,,ショウ,みのわた,,the three divisions of the viscera (med.)
膴,,コ ク ブ ム,ほじし,,fine
膻,,タン,きも,,rank odor
臃,,ヨウ,はれもの,,swell up; swelling; fat
臊,,ソウ,あぶら,,rank; rancid; frowzy; fetid; bashful
臏,,ヒン,,,the kneecap
臕,,ヒョウ,,,fat; gross; sleek
臛,,コク カク,あつもの,,broth
臝,,ラ,はだか,,be bare; nude
臤,,カン ケン コウ キョウ,かた.い,,hard; wise
臬,,ゲツ,,,law; rule; door post
臲,,ゲツ ゲチ,あや.うい,,jumpy; jittery; worried
臽,,カン ゲン コン,おとしあな,,pit; hole
臿,,ソウ ショウ,うすじく,,to separate the grain from the husk
舀,,ヨウ,く.む,,dip; ladle
舃,,シャク サク セキ タク,かささぎ,,shoe; sole of a shoe; magpie
舓,,シ,ねぶ.る な.める,,to lick; to lap up; to burn up; to taste; to undergo; to underrate; to despise
舔,,テン,な.める,,lick with tongue; taste
舚,,テン,,,to put out the tongue
舝,,カツ ゲチ,くさび,,linch-pin
舡,,コウ セン,ふね,,boat; ship
舢,,サン,,,sampan
舨,,ハン,,,sampan
舲,,レイ リョウ,こぶね,,small boat with windows; houseboat
舺,,コウ ギョウ,ふね,,place name in Taiwan; Taipei
艄,,ソウ ショウ,とも,,stern of a vessel
艅,,ヨ,,,despatch boat
艋,,ボウ モウ ミョウ,ふね,,small boat
艎,,コウ オウ,ふね,,fast boat
艑,,ヘン,,,small boat
艖,,サ シャ サイ セ,こぶね ふね,,raft; boat
艜,,タイ,,,long narrow vessel with two masts
艣,,ロ,やぐら かい,,stern oar; scull
艭,,ソウ,,,ship
艴,,ホツ フツ フチ ハイ,おこ.る,,the countenance changing
芃,,ホウ ブ フウ,さかん,,luxuriant growth
芊,,セン,しげ.る,,exuberant and vigorous foliage
芎,,キュウ ク,,,kind of herb
芑,,キ,ちさ,,white millet
芔,,キ ケ,くさ,,general term for plants
芚,,トン チュン,,,green sprout; foolish
芡,,ケン,,,plant allied to the water-lily
芣,,フウ フ,さかん,,medicinal plantago
芧,,チョ ショ ヨ,みくり,,chestnut oak
芨,,キュウ コウ,そくず,,name of a plant; the roots are used for various purposes
芩,,キン ゴン ケン,じしばり,,salt marsh plant
芪,,キ シ チ,はなすげ,,celery
芮,,ゼイ ネイ ゼツ ネチ,,,tiny; small; water's edge
芰,,キ,ひし,,water caltrop
芷,,シ,くさ,,angelica; type of iris
芼,,ボウ モウ,はびこ.る,,to choose; to select; greens
芾,,ヒ ハイ フツ フチ,,,flower; small; little; lush
芿,,ジョウ ニョウ,,,grass which has been cut and re-grown; wild grass
苐,,テイ ダイ イ,つばな,,sequence; number; grade; degree
苕,,チョウ ショウ,えんどう,,rush plant
苢,,イ シ ワ,くさ,,barley; coix agretis
苪,,ヘイ ヒョウ,あき.らか,,bright; shining; splendid
苯,,ホン,,,benzene; luxuriant
苶,,デツ ネチ ジョウ ニョウ,つか.れる,,weary; tired
苷,,カン コン,,,licorice
苽,,コ,こも まこも,,bullrush; zizania latifolia
苾,,ヒツ ビチ ヘツ,かお.る,,smell; fragrance; aroma
茀,,フツ ブチ ホツ ボチ ヒ,ふさ.ぐ,,overgrown with grass; weedy
茁,,サツ セチ キツ キチ,めば.え,,sprout; flourish; vigorous
茇,,ハツ バチ ハイ フツ フチ,ね,,grass; thatch
茈,,シ サイ ジュ,むらさき,,plant yielding a red dye
荔,,レイ リ レン,おおにら,,lychee
茞,,シン,,,fragrant plant; angelica
茢,,レツ レチ レイ,あしのほ,,sedges; rushes
茬,,シ,しげ.る,,harvest
茭,,ケキ キャク コウ キョウ,まぐさ,,an aquatic grass; the stalks of which are eaten as a vegetable
